,Accession Number,Central Index Key (CIK),Name,Standard Industrial Classification (SIC),Country,State,City,Zip Code,Address,Address (Cont.),Phone Number,Filer Status,Well Known Seasoned Issuer,Fiscal Year End Date,Form,Balance Sheet Date,Fiscal Year Focus,Fiscal Period Focus,Date of Filing,Previous Report,Detail,Public Float,Date of Public Float,Gross Profit,Accrual for Environmental Loss Contingencies,Environmental Remediation Expenses,Charitable Contributions,Amount Committed for Funding Social and Infrastructure Improvement Projects
3065,0001213900-24-013311,1755953,AKERNA CORP.,6199.0,US,NV,LAS VEGAS,89144,1180 N. TOWN CENTER DRIVE,SUITE 100,877-646-3374,4-NON,0,1231.0,8-K,01312024,,,02132024,0,0,,,31729789.0,,,,
3147,0001493152-24-005956,1528188,WORLDWIDE NFT INC.,7374.0,US,NV,HENDERSON,89052,3535 EXECUTIVE TERMINAL DRIVE,SUITE 110,7028404433,4-NON,0,630.0,10-Q,12312023,2024.0,Q2,02132024,0,1,,,,,,,
3173,0001493152-24-006166,1025561,SHARPLINK GAMING LTD.,7372.0,US,MN,MINNEAPOLIS,55401,333 WASHINGTON AVE. N,SUITE 104,612-293-0619,4-NON,0,1231.0,8-K,01312024,,,02132024,0,0,,,,,,,
3262,0001831283-24-000004,1831283,LIANBIO,2834.0,US,NJ,PRINCETON,08540,"103 CARNEGIE CENTER DRIVE, SUITE 309",,(609) 486-2308,4-NON,0,1231.0,8-K,01312024,,,02132024,0,0,,,,,,,
3410,0001096906-24-000201,1089297,NOVAGANT CORP,4700.0,US,DE,WILMINGTON,19809,501 SILVERSIDE RD.,PMB #352,201-313-3246,4-NON,0,331.0,10-Q,12312023,2024.0,Q3,02142024,0,1,,,,,,,
3421,0001104659-24-023155,1745020,"THESEUS PHARMACEUTICALS, INC.",2834.0,US,MA,CAMBRIDGE,02142,"314 MAIN STREET, SUITE 04-200",,(857) 400-9491,4-NON,0,1231.0,8-K,01312024,,,02142024,0,0,,,,,,,
3425,0001104659-24-023589,1844642,"LANDCADIA HOLDINGS IV, INC.",6770.0,US,TX,HOUSTON,77027,1510 WEST LOOP SOUTH,,713 850 1010,4-NON,0,1231.0,8-K,01312024,,,02142024,0,0,,,,,,,
3515,0001193125-24-036588,1445499,IMPEL PHARMACEUTICALS INC,2834.0,US,WA,SEATTLE,98119,201 ELLIOTT AVE. W,SUITE 260,206-568-1466,4-NON,0,430.0,8-K,01312024,,,02142024,0,0,,,,,,,
3533,0001213900-24-013804,1870404,PHOENIX BIOTECH ACQUISITION CORP.,2836.0,US,PA,PHILADELPHIA,19103,2001 MARKET STREET,SUITE 3400,2157319450,4-NON,0,1231.0,8-K,01312024,,,02142024,1,0,,,,,,,
3627,0001477932-24-000733,1517498,"MERION, INC.",5122.0,US,CA,WEST COVINA,91791,100 N. BARRANCA ST.,#1000,626-331-7570,4-NON,0,1231.0,8-K,01312024,,,02142024,0,0,,,,,,,
3644,0001493152-24-006371,1172631,"SUNWORKS, INC.",3690.0,US,CA,ROSEVILLE,95678,1030 WINDING CREEK ROAD,SUITE 100,(916) 409-6900,4-NON,0,1231.0,8-K,01312024,,,02142024,0,0,,,,,,,
3672,0001493152-24-006751,1860871,SEMPER PARATUS ACQUISITION CORP,2836.0,US,NY,NEW YORK,10017,"767 THIRD AVENUE, 38TH FLOOR",,646-807-8832,4-NON,0,1231.0,8-K,01312024,,,02142024,1,0,,,,,,,
4111,0001477932-24-000741,1650739,"AJIA INNOGROUP HOLDINGS, LTD.",7200.0,US,NV,LAS VEGAS,89119,"187 E. WARM SPRINGS ROAD, SUITE B307",,702-833-9872,4-NON,0,630.0,10-K,06302023,2023.0,FY,02152024,0,1,55761360.0,20221231.0,210693.0,,,,
4428,0001140361-24-008279,1719395,"EARGO, INC.",3842.0,US,CA,SAN JOSE,95134,2665 NORTH FIRST STREET,SUITE 300,650-351-7700,4-NON,0,1231.0,8-K,02292024,,,02162024,0,0,,,,,,,
4433,0001140361-24-008379,1707919,CENNTRO ELECTRIC GROUP LTD,3711.0,US,NJ,FREEHOLD,07728,501 OKERSON ROAD,,(732) 820-6757,4-NON,0,1231.0,8-K,02292024,,,02162024,0,0,,,,,,,
4505,0001213900-24-014973,1842386,VECTOR ACQUISITION CORP II,6770.0,US,CA,SAN FRANCISCO,94105,C/O VECTOR ACQUISITION PARTNERS,"ONE MARKET STREET, 23RD FLOOR",415-293-5000,4-NON,0,1231.0,8-K,02292024,,,02162024,0,0,,,,,,,
4530,0001362705-24-000034,1362705,EVOLVE TRANSITION INFRASTRUCTURE LP,1311.0,US,TX,HOUSTON,77056,1360 POST OAK BLVD,SUITE 2400,713-800-9470,4-NON,0,1231.0,8-K,02292024,,,02162024,0,0,,,,,,,
4584,0001493152-24-007035,1281984,"DECENTRAL LIFE, INC.",6199.0,US,CO,ENGLEWOOD,80113,3465 S GAYLORD CT.,SUITE A509,855-933-3277,4-NON,0,1231.0,8-K,02292024,,,02162024,0,0,,,,,,,
4586,0001493152-24-007046,1343465,SUN PACIFIC HOLDING CORP.,7310.0,US,NJ,MANALAPAN,07726,345 HIGHWAY 9 SOUTH,SUITE 388,732-845-0906,4-NON,0,1231.0,8-K,02292024,,,02162024,0,0,,,,,,,
4808,0001104659-24-025251,1786255,"ICOSAVAX, INC.",2836.0,US,WA,SEATTLE,98101,"1930 BOREN AVE., SUITE 1000",,(206) 737-0085,4-NON,0,1231.0,8-K,02292024,,,02202024,0,0,,,,,,,
4913,0001213900-24-015210,1510518,GENUFOOD ENERGY ENZYMES CORP.,2833.0,US,CA,ARCADIA,91007,"1108 S. BALWAIN AVENUE, SUITE 107",,(855) 707-2077,4-NON,0,930.0,10-Q,12312023,2024.0,Q1,02202024,0,1,,,,,,,
4916,0001213900-24-015294,1834755,SOCIAL LEVERAGE ACQUISITION CORP I,6199.0,US,AZ,SCOTTSDALE,85258,8390 E. VIA DE VENTURA SUITE F110-207,,(302) 492-7522,4-NON,0,1231.0,8-K,02292024,,,02202024,0,0,,,,,,,
5420,0001193125-24-041068,727538,APACHE OFFSHORE INVESTMENT PARTNERSHIP,1311.0,US,TX,HOUSTON,77056-4400,2000 POST OAK BLVD,SUITE 100,7132966000,4-NON,0,1231.0,8-K,02292024,,,02212024,0,0,,,,,,,
5472,0001213900-24-015835,1839360,FAZE HOLDINGS INC.,7990.0,US,CA,LOS ANGELES,90038,720 N. CAHUENGA BLVD.,,(818) 688-6373,4-NON,0,1231.0,8-K,02292024,,,02212024,0,0,,,,,,,
6046,0001213900-24-015924,1830795,QUANTUM FINTECH ACQUISITION CORP,6770.0,US,FL,TAMPA,33607,4221 W. BOY SCOUT BLVD.,SUITE 300,720-656-2176,4-NON,0,1231.0,8-K/A,01312024,,,02222024,0,0,,,,,,,
6426,0000898432-24-000151,1487610,NEUBERGER BERMAN HIGH YIELD STRATEGIES FUND INC.,,US,NY,NEW YORK,10104,1290 AVENUE OF THE AMERICAS,,212-476-8800,,0,1031.0,POS EX,,,,02232024,0,0,,,,,,,
6683,0001477932-24-000864,1441082,HEALING CO INC.,1000.0,US,NY,NEW YORK,10020,"135 W 50TH STREET, 2ND FLOOR",,866-241-0670,4-NON,0,630.0,8-K,01312024,,,02232024,0,0,,,,,,,
6720,0001539497-24-000590,1358403,"BELLICUM PHARMACEUTICALS, INC",2834.0,US,TX,HOUSTON,77098,3730 KIRBY DRIVE,SUITE 1200,(832) 384-1100,4-NON,0,1231.0,8-K,02292024,,,02232024,0,0,,,,,,,
6810,0001827871-24-000008,1827871,"ELECTRIQ POWER HOLDINGS, INC.",3690.0,US,FL,WEST PALM BEACH,33401,"625 NORTH FLAGLER DRIVE, SUITE 1003",,833-462-2883,4-NON,0,1231.0,8-K,02292024,,,02232024,0,0,,,821765.0,,,,
6911,0000950170-24-020191,1907685,"COMERA LIFE SCIENCES HOLDINGS, INC.",2834.0,US,MA,WOBURN,01801,12 GILL STREET,SUITE 4650,(617)871-2101,4-NON,0,1231.0,8-K,02292024,,,02262024,0,0,,,,,,,
6943,0001096906-24-000254,925661,"SECTOR 10, INC.",5090.0,US,UT,BLUFFDALE,84065,14553 S 790 WEST SUITE C,,(801)478-2475,4-NON,0,331.0,8-K,02292024,,,02262024,0,0,,,468.0,,,,
6971,0001140361-24-009377,1825367,"RAYZEBIO, INC.",2834.0,US,CA,SAN DIEGO,92121,"5505 MOREHOUSE DRIVE, SUITE 300",,(619) 937-2754,4-NON,0,1231.0,8-K,02292024,,,02262024,0,0,,,,,,,
7420,0001017386-24-000026,745543,"PETRO USA, INC.",2834.0,US,NY,LIVERPOOL,13090,7325 OSWEGO ROAD,,3154517515,4-NON,0,630.0,10-Q/A,12312023,2024.0,Q2,02272024,0,0,,,,,,,
7471,0001104659-24-028211,870826,"LEGACY IMBDS, INC.",5961.0,US,MN,MINNEAPOLIS,55344-3433,6740 SHADY OAK RD,,6129475200,2-ACC,0,131.0,8-K,02292024,,,02272024,0,0,,,,,,,
7539,0001193125-24-047628,1233087,FRANKLIN LTD DURATION INCOME TRUST,,US,CA,SAN MATEO,94403-1906,ONE FRANKLIN PARKWAY,,650-312-2000,,0,1231.0,N-CSR,12312023,,,02272024,0,0,,,,,,,
7760,0001628280-24-007068,1826018,"ROVER GROUP, INC.",7200.0,US,WA,SEATTLE,98101,"720 OLIVE WAY, 19TH FLOOR",,(888) 453-7889,2-ACC,0,1231.0,8-K,02292024,,,02272024,0,0,,,,,,,
8210,0001193125-24-049000,1780097,"BAUDAX BIO, INC.",2834.0,US,PA,MALVERN,19355,490 LAPP ROAD,,484-395-2470,4-NON,0,1231.0,8-K,02292024,,,02282024,0,0,,,,,,,
8287,0001213900-24-018089,1698113,"ID AUTO, INC.",7311.0,US,OH,CINCINNATI,45202,"1308 RACE STREET, SUITE 200",,513-618-7161,4-NON,0,1231.0,8-K,02292024,,,02282024,0,0,,,,,,,
8289,0001213900-24-018093,1882078,ARISZ ACQUISITION CORP.,6770.0,US,NY,NEW YORK,10038,199 WATER STREET,31ST FLOOR,212-845-9945,4-NON,0,930.0,8-K,02292024,,,02282024,0,0,,,,,,,
8593,0001802749-24-000014,1802749,"LIGHTNING EMOTORS, INC.",3711.0,US,CO,LOVELAND,80537,"815 14TH STREET SW, SUITE A100",,1-800-223-0740,4-NON,0,1231.0,8-K,02292024,,,02282024,0,0,,,,,,,
8939,0001193125-24-051953,1735184,RETAIL VALUE INC.,6500.0,US,OH,BEACHWOOD,44122,3300 ENTERPRISE PARKWAY,,216-755-5500,,0,1231.0,8-K,02292024,,,02292024,0,0,,,,,,,
8962,0001193125-24-053564,1844505,"GIGCAPITAL5, INC.",3845.0,US,CA,PALO ALTO,94303,1731 EMBARCADERO ROAD SUITE 200,,6502767040,4-NON,0,1231.0,8-K,02292024,,,02292024,1,0,,,,,,,
8974,0001213900-24-018208,1855168,WILLIAMS ROWLAND ACQUISITION CORP.,6770.0,US,CT,WESTPORT,06880,450 POST RD EAST,,2033537610,4-NON,0,1231.0,8-K,02292024,,,02292024,0,0,,,,,,,
9047,0001398344-24-004965,33934,CORNERSTONE TOTAL RETURN FUND INC,,US,OH,CINCINNATI,45246,"225 PICTORIA DRIVE, SUITE 450",,(513) 587-3400,,0,1231.0,N-CSR,12312023,,,02292024,0,0,,,,,,,
9048,0001398344-24-004966,814083,CORNERSTONE STRATEGIC VALUE FUND INC,,US,OH,CINCINNATI,45246,"225 PICTORIA DRIVE, SUITE 450",,(513) 587-3400,,0,1231.0,N-CSR,12312023,,,02292024,0,0,,,,,,,
9083,0001437749-24-006100,1169445,COMPUTER PROGRAMS & SYSTEMS INC,7371.0,US,AL,MOBILE,36695,6600 WALL STREET,,2516398100,2-ACC,0,1231.0,8-K,02292024,,,02292024,0,0,,,,,,,
9094,0001445546-24-001641,1284940,FIRST TRUST ENERGY INCOME & GROWTH FUND,,US,CT,WILTON,06897,10 WESTPORT ROAD,SUITE C101A,630-765-8000,,0,1130.0,8-K,02292024,,,02292024,0,0,,,,,,,
9097,0001445546-24-001647,1513789,FIRST TRUST ENERGY INFRASTRUCTURE FUND,,US,IL,WHEATON,60187,"120 EAST LIBERTY DRIVE, SUITE 400",,630-765-8000,,0,1130.0,8-K,02292024,,,02292024,0,0,,,,,,,
9119,0001493152-24-008331,946454,FG GROUP HOLDINGS INC.,3861.0,US,NC,CHARLOTTE,28209,4201 CONGRESS STREET,SUITE 175,(704) 994-8279,4-NON,0,1231.0,8-K,02292024,,,02292024,0,0,,,,,,,
93,0001104659-24-029662,1574540,PHYSICIANS REALTY TRUST,6798.0,US,WI,MILWAUKEE,53202,309 N. WATER STREET,SUITE 500,414-367-5600,1-LAF,0,1231.0,8-K,02292024,,,03012024,0,0,,,,,,,
97,0001104659-24-029685,1903070,HARTFORD SCHRODERS PRIVATE OPPORTUNITIES FUND,,US,PA,WAYNE,19087,690 LEE ROAD,,610-386-1844,,0,331.0,424B3,,,,03012024,0,0,,,,,,,
101,0001104659-24-029877,81020,"DUKE ENERGY INDIANA, LLC",4911.0,US,NC,CHARLOTTE,28202,526 SOUTH CHURCH STREET,EC03T,704-594-6200,,0,1231.0,8-K,02292024,,,03012024,0,0,,,,,,,
142,0001193125-24-053876,1475348,LUTHER BURBANK CORP,6022.0,US,CA,SANTA ROSA,95401,"520 THIRD STREET, 4TH FLOOR",,844-446-8201,2-ACC,0,1231.0,8-K,02292024,,,03012024,0,0,,,,,,,
149,0001193125-24-054396,1396502,JOHN HANCOCK TAX-ADVANTAGED GLOBAL SHAREHOLDER YIELD FUND,,US,MA,BOSTON,02116,C/O JOHN HANCOCK FUNDS,200 BERKELEY STREET,617-663-4319,,0,,424B3,,,,03012024,0,0,,,,,,,
155,0001193125-24-054620,1822366,ALTITUDE ACQUISITION CORP.,3842.0,US,GA,ATLANTA,30327,1240 WEST WESLEY ROAD,,702 449 0012,4-NON,0,1231.0,8-K/A,02292024,,,03012024,0,0,,,,,,,
265,0001493152-24-008427,1502966,"DIGIPATH, INC.",8734.0,US,NV,LAS VEGAS,89118,"6450 CAMERON ST., SUITE 113",,702-527-2060,4-NON,0,930.0,8-K,02292024,,,03012024,0,0,,,,,,,
378,0001957132-24-000008,1957132,"SHARKNINJA, INC.",3630.0,US,MA,NEEDHAM,02494,"89 A STREET, #100",,(617) 243-0235,4-NON,0,1231.0,20-F,12312023,2023.0,FY,03012024,0,1,,,4756230000.0,,,,
386,0000079732-24-000003,79732,POTOMAC ELECTRIC POWER CO,4911.0,US,DC,WASHINGTON,20068,"701 NINTH STREET, NW","OFFICE OF CORPORATE SECY., ROOM 1300",2028722000,,0,1231.0,8-K,02292024,,,03042024,0,0,,,,,,,
494,0001104659-24-030552,1600132,"BELLEROPHON THERAPEUTICS, INC.",2834.0,US,NJ,WARREN,07059,"184 LIBERTY CORNER ROAD, SUITE 302",,908-574-4770,4-NON,0,1231.0,8-K,02292024,,,03042024,0,0,,,,,,,
574,0001213900-24-019580,1829322,SIZZLE ACQUISITION CORP.,6770.0,US,DC,WASHINGTON,20011,4201 GEORGIA AVE NW,,2028460300,4-NON,0,1231.0,8-K,02292024,,,03042024,0,0,,,,,,,
619,0001493152-24-008635,1300524,AMERICAN INTERNATIONAL HOLDINGS CORP.,1311.0,US,TX,ELECTRA,76360,205 S BAILEY STEET,,940-495-2155,4-NON,0,630.0,8-K,01312024,,,03042024,0,0,,,,,,,
877,0001108248-24-000001,1108248,KRONOS ADVANCED TECHNOLOGIES INC,3564.0,US,WV,PARKERSBURG,26101,2501 GARFIELD AVENUE,,800-723-3247,,0,630.0,8-K,02292024,,,03052024,0,0,,,,,,,
906,0001193125-24-058080,916183,"PIMCO STRATEGIC INCOME FUND, INC",,US,NY,NEW YORK,10019,1633 BROADWAY,,212 739 4000,,0,630.0,N-CSRS,12312023,,,03052024,0,0,,,,,,,
960,0001193125-24-059419,1403528,"OAKTREE CAPITAL GROUP, LLC",6282.0,US,CA,LOS ANGELES,90071,333 SOUTH GRAND AVENUE,28TH FLOOR,(213) 830-6300,4-NON,0,1231.0,8-K,02292024,,,03052024,0,0,,,,,,,
1009,0001437749-24-006611,728447,"EVO TRANSPORTATION & ENERGY SERVICES, INC.",5500.0,US,AZ,PHOENIX,85027,2075 WEST PINNACLE PEAK RD. SUITE 130,,877-973-9191,4-NON,0,1231.0,8-K,02292024,,,03052024,0,0,,,,,,,
1019,0001477932-24-001034,1409999,"BLACK BIRD BIOTECH, INC.",3990.0,US,TX,ARGYLE,76226,11961 HILLTOP ROAD,SUITE 22,833-223-4204,4-NON,0,1231.0,8-K,02292024,,,03052024,0,0,,,,,,,
1031,0001493152-24-008792,1767057,OSPREY BITCOIN TRUST,6221.0,US,CT,FAIRFIELD,06824,1241 POST ROAD,2ND FLOOR,914-214-4697,4-NON,0,1231.0,8-K,02292024,,,03052024,0,0,,,,,,,
1052,0001520138-24-000095,1011662,GLOBAL DIGITAL SOLUTIONS INC,2844.0,US,FL,WEST PALM BEACH,33401,777 SOUTH FLAGLER DRIVE,SUITE 800 WEST,561-515-6163,4-NON,0,1231.0,8-K,02292024,,,03052024,0,0,,,,,,,
1061,0001552781-24-000062,1542574,PROSPER FUNDING LLC,6199.0,US,CA,SAN FRANCISCO,94105,221 MAIN STREET,3RD FLOOR,415-593-5400,,0,1231.0,8-K,02292024,,,03052024,0,0,,,,,,,
1201,0000930413-24-000886,1278211,LAZARD GLOBAL TOTAL RETURN & INCOME FUND INC,,US,NY,NEW YORK,10112,30 ROCKEFELLER PLAZA,,2126326000,,0,1031.0,8-K,02292024,,,03062024,0,0,,,,,,,
1245,0000950170-24-027294,1826681,SARCOS TECHNOLOGY & ROBOTICS CORP,3569.0,US,UT,SALT LAKE CITY,84101,650 SOUTH 500 WEST,,888-927-7296,4-NON,0,1231.0,8-K,02292024,,,03062024,0,0,,,,,,,
1433,0001493152-24-009039,1362703,"THERALINK TECHNOLOGIES, INC.",2834.0,US,LA,BATON ROUGE,70820,8000 INNOVATION PARK,"DR, BATON ROUGE",225-578-7555,4-NON,0,930.0,8-K,02292024,,,03062024,0,0,,,899057.0,,,,
1698,0001104659-24-031706,1759546,LORDSTOWN MOTORS CORP.,3711.0,US,OH,LORDSTOWN,44481,2300 HALLOCK YOUNG ROAD,,234-285-4001,4-NON,0,1231.0,8-K,02292024,,,03072024,0,0,,,,,,,
1752,0001185185-24-000204,1733861,REST EZ INC.,2834.0,US,UT,RIVERTON,84065,1398 WEST MASON HOLLOW DRIVE,,801-300-2542,4-NON,0,331.0,10-Q,12312023,2024.0,Q3,03072024,0,1,,,,,,,
1818,0001193125-24-062337,1338561,NUVEEN S&P 500 DYNAMIC OVERWRITE FUND,,US,IL,CHICAGO,60606,333 WEST WACKER DRIVE,,312-917-8146,,0,,N-CSR,12312023,,,03072024,0,0,,,,,,,
1919,0001493152-24-009161,1855351,SAGALIAM ACQUISITION CORP,6770.0,US,CA,LOS ANGELES,90064,"11835 W. OLYMPIC BLVD, SUITE 1150E",,8453230434,4-NON,0,1231.0,8-K,02292024,,,03072024,0,0,,,,,,,
2032,0001756770-24-000016,1756770,"CURALEAF HOLDINGS, INC.",2833.0,US,NY,NEW YORK,10170,420 LEXINGTON AVENUE,,781-451-0117,,0,1231.0,40-F,12312023,2023.0,FY,03072024,0,1,,,3722604000.0,,,,
2119,0000894189-24-001647,2000182,DENALI STRUCTURED RETURN STRATEGY FUND,,US,GA,ATLANTA,30326,3550 LENOX ROAD NE,SUITE 2550,770-350-8700,,0,1231.0,424B3,,,,03082024,0,0,,,,,,,
2186,0001104659-24-032134,1426506,SMG INDUSTRIES INC.,4700.0,US,TX,HOUSTON,77070,20475 STATE HWY 249,SUITE 450,7139553497,4-NON,0,1231.0,8-K,02292024,,,03082024,0,0,,,,,,,
2207,0001104659-24-032486,1823086,KINGSWOOD ACQUISITION CORP.,6770.0,US,NY,NEW YORK,10004,17 BATTERY PLACE,ROOM 625,2124047002,4-NON,0,1231.0,8-K,02292024,,,03082024,0,0,,,,,,,
2209,0001133228-24-002056,1812286,VERSUS CAPITAL INFRASTRUCTURE INCOME FUND,,US,CO,DENVER,80237,"5050 S. SYRACUSE ST., SUITE 1100",,(877) 200-1878,,0,331.0,424B3,,,,03082024,0,0,,,,,,,
2291,0001193125-24-063794,910073,NEW YORK COMMUNITY BANCORP INC,6036.0,US,NY,HICKSVILLE,11801,102 DUFFY AVENUE,,5166834100,1-LAF,0,1231.0,8-K,02292024,,,03082024,0,0,,,,,,,
2345,0001410578-24-000166,1851961,CONCORD ACQUISITION CORP III,3674.0,US,NY,NEW YORK,10022,477 MADISON AVENUE,,212-883-4330,4-NON,0,1231.0,10-K,12312023,2023.0,FY,03082024,0,1,42020000.0,20230630.0,,,,,
2589,0001017386-24-000036,717588,"CHINA SOLAR & CLEAN ENERGY SOLUTIONS, INC.",3433.0,US,FL,LAKE MARY,32746,1540 INTERNATIONAL PARKWAY,SUITE 2000,4079076644,,0,1231.0,8-K,02292024,,,03112024,0,0,,,,,,,
2606,0001104659-24-032733,1697532,APPLIED THERAPEUTICS INC.,2834.0,US,NY,NEW YORK,10017,"545 5TH AVENUE, SUITE 1400",,212-220-9319,4-NON,0,1231.0,8-K,02292024,,,03112024,0,0,,,,,,,
2615,0001104659-24-032973,1532346,"ATRECA, INC.",2834.0,US,CA,SAN CARLOS,94070,"835 INDUSTRIAL ROAD,",SUITE 400,650-595-2595,4-NON,0,1231.0,8-K,02292024,,,03112024,0,0,,,,,,,
2670,0001193125-24-064395,1708493,"HARPOON THERAPEUTICS, INC.",2836.0,US,CA,SOUTH SAN FRANCISCO,94080,"611 GATEWAY BOULEVARD, SUITE 400",,(650) 443-7400,4-NON,0,1231.0,8-K,02292024,,,03112024,0,0,,,,,,,
2743,0001398344-24-005818,1557523,PRINCIPAL REAL ESTATE INCOME FUND,,US,CO,DENVER,80203,1290 BROADWAY,SUITE 1100,303-623-2577,,0,1031.0,8-K,02292024,,,03112024,0,0,,,,,,,
2894,0001903596-24-000114,1842138,WARPSPEED TAXI INC.,7389.0,US,NV,LAS VEGAS,89134,"9436 W. LAKE MEAD BLVD., SUITE 5-53",,7028050632,4-NON,0,731.0,10-Q,01312024,2024.0,Q2,03112024,0,1,,,,,,,
2929,0000950157-24-000386,1990550,"AMBRX BIOPHARMA, INC.",2836.0,US,CA,LA JOLLA,92037,10975 NORTH TORREY PINES ROAD,,(858) 875-2400,4-NON,0,1231.0,8-K,02292024,,,03122024,0,0,,,,,,,
2993,0001104659-24-033149,1889109,"BELITE BIO, INC",2834.0,US,CA,SAN DIEGO,92130,12750 HIGH BLUFF DRIVE SUITE 475,,858-246-6240,4-NON,0,1231.0,20-F,12312023,2023.0,FY,03122024,0,1,,,,,,,
3002,0001104659-24-033266,1819113,"SCIENCE 37 HOLDINGS, INC.",8731.0,US,NC,RESEARCH TRIANGLE PARK,27709,800 PARK OFFICES DRIVE,SUITE 3606,(984) 377-3737,4-NON,0,1231.0,8-K,02292024,,,03122024,0,0,,,,,,,
3005,0001104659-24-033282,1856608,"SOVOS BRANDS, INC.",2000.0,US,CO,LOUISVILLE,80027,168 CENTENNIAL PARKWAY,SUITE 200,(702) 316-1225,1-LAF,0,731.0,8-K,02292024,,,03122024,0,0,,,772943000.0,,,,
3065,0001193125-24-065453,1445499,IPI LEGACY LIQUIDATION CO,2834.0,US,WA,SEATTLE,98119,201 ELLIOTT AVE. W,SUITE 260,206-568-1466,4-NON,0,430.0,8-K,02292024,,,03122024,0,0,,,,,,,
3089,0001193125-24-065933,1865506,ESGEN ACQUISITION CORP,3690.0,US,TX,DALLAS,75225,"5956 SHERRY LANE, SUITE 1400",,214-987-6100,4-NON,0,1231.0,8-K,02292024,,,03122024,1,0,,,,,,,
3119,0001213900-24-021807,1832765,EDIFY ACQUISITION CORP.,4731.0,US,NY,NEW YORK,10106,888 SEVENTH AVENUE,,2126032818,4-NON,0,1231.0,8-K,02292024,,,03122024,0,0,,,,,,,
3123,0001213900-24-021834,1459188,"FUEL DOCTOR HOLDINGS, INC.",5013.0,US,CA,VALLEJO,94590,410 LOUISIANA STREET,,707-373-3031,4-NON,0,1231.0,10-K,12312023,2023.0,FY,03122024,0,1,133000000.0,20230630.0,,,,,
3128,0001213900-24-021884,1529113,INPIXON,7371.0,US,CA,PALO ALTO,94303,2479 E. BAYSHORE ROAD,SUITE 195,(408) 702-2167,4-NON,0,1231.0,POS AM,,,,03122024,0,0,,,,,,,
3184,0001493152-24-009634,788611,"SIGMA ADDITIVE SOLUTIONS, INC.",3990.0,US,NM,SANTE FE,87507,3900 PASEO DEL SOL,,(505) 438-2576,4-NON,0,1231.0,8-K,02292024,,,03122024,0,0,,,,,,,
3250,0001628280-24-010593,1175454,FLEETCOR TECHNOLOGIES INC,7389.0,US,GA,ATLANTA,30305,3280 PEACHTREE ROAD,SUITE 2400,800-877-9019,1-LAF,0,1231.0,8-K,02292024,,,03122024,0,0,,,,,,,
3252,0001628280-24-010631,1853962,I-80 GOLD CORP.,1040.0,US,NV,RENO,89820,"5190 NEIL ROAD, SUITE 110",,1-888-346-1390,,0,1231.0,40-F,12312023,2023.0,FY,03122024,0,1,,,-1575000.0,,,,
3336,0000894189-24-001694,1990685,NIAGARA INCOME OPPORTUNITIES FUND,,US,GA,ATLANTA,30326,3550 LENOX ROAD NE,SUITE 2550,770-350-8700,,0,331.0,424B3,,,,03132024,0,0,,,,,,,
3486,0001213900-24-021966,1834518,NORTHERN STAR INVESTMENT CORP. II,6770.0,US,NY,NEW YORK,10174,C/O GRAUBARD MILLER,405 LEXINGTON AVENUE,(212) 818-8800,4-NON,0,1231.0,8-K,02292024,,,03132024,0,0,,,,,,,
3662,0001702494-24-000025,1702494,"AEP TRANSMISSION COMPANY, LLC",4911.0,US,OH,COLUMBUS,43215-2373,1 RIVERSIDE PLAZA,,614-716-1000,,0,1231.0,8-K,02292024,,,03132024,0,0,,,,,,,
3734,0000950142-24-000680,1820630,PROTERRA INC,3711.0,US,SC,GREER,29652,504 PENNSYLVANIA AVENUE,PO BOX 2205,(303) 689-8855,1-LAF,0,1231.0,8-K,02292024,,,03142024,0,0,,,,,,,
3741,0000950170-24-031143,1789972,"CULLINAN ONCOLOGY, INC.",2836.0,US,MA,CAMBRIDGE,02142,ONE MAIN STREET,SUITE 1350,617-410-4650,4-NON,0,1231.0,10-K,12312023,2023.0,FY,03142024,0,1,374100000.0,20230630.0,,,,,
3822,0001104659-24-034235,1873324,PEPPERLIME HEALTH ACQUISITION CORP,6770.0,US,CA,SAN FRANCISCO,94104,548 MARKET STREET,PMB 97425,(415) 263-9939,4-NON,0,1231.0,8-K,02292024,,,03142024,0,0,,,,,,,
3830,0001104659-24-034413,20290,"DUKE ENERGY OHIO, INC.",4931.0,US,NC,CHARLOTTE,28202,526 SOUTH CHURCH STREET,EC03T,704-594-6200,,0,1231.0,8-K,02292024,,,03142024,0,0,,,,,,,
3959,0001213900-24-022662,1855474,POWER & DIGITAL INFRASTRUCTURE ACQUISITION II CORP.,3585.0,US,IL,CHICAGO,60654,"321 NORTH CLARK STREET, SUITE 2440",,312-374-6932,4-NON,0,1231.0,8-K,02292024,,,03142024,0,0,,,,,,,
4035,0001477932-24-001193,1477960,BLUE CHIP TECHNOLOGIES CORP.,7370.0,US,NV,CARSON CITY,89706,2533 N CARSON ST. SUITE 4621,,9173101339,,0,1231.0,8-K,02292024,,,03142024,0,0,,,,,,,
4368,0001133228-24-002222,1818105,NB PRIVATE MARKETS ACCESS FUND LLC,,US,NY,NEW YORK,10104,1290 AVENUE OF THE AMERICAS,,212-476-9000,,0,331.0,N-2,,,,03152024,0,0,,,,,,,
4410,0001193125-24-068517,1838163,DHC ACQUISITION CORP.,7373.0,US,TX,SOUTHLAKE,76092,535 SILICON DRIVE,SUITE 100,214-452-2300,4-NON,0,1231.0,8-K,02292024,,,03152024,0,0,,,,,,,
